EXP_INFO, , ,PID,171720, , , , ,train.py --config ckpt/0502_AMASS_H36MMESH/06_smalldata_ApcbHecb_M01V02_vx1000/config.yaml -c ckpt/0502_AMASS_H36MMESH/06_smalldata_ApcbHecb_M01V02_vx1000/ -gpu 0 -bs 220 -vertex_x1000 -out 050206, , ,Checkpoint,ckpt/0502_AMASS_H36MMESH/06_smalldata_ApcbHecb_M01V02_vx1000/, , ,Config,ckpt/0502_AMASS_H36MMESH/06_smalldata_ApcbHecb_M01V02_vx1000/config.yaml, , 
 , , , , , , , , , , , , , , , , , , , 
Epoch,lr,JOINT,MESH,ALL,AMASS, , , , , , , , , , , , , , , , , , , , , , , ,H36M_MESH, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,MP, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , ,PE, , , , , , , , , ,MC, , , , , , ,MIB, , , , , , 
 , , , , ,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0,5,10,15,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j,Avg,0.4,mpve,mpjpe,pa_mpjpe,mpjpe_17j,pa_mpjpe_17j
97,0.00007621,0.10982,158.88982,158.99964,30.85,24.28,26.79,33.25,41.24,39.75,30.62,22.12,27.33,20.09,45.71,45.71,43.57,31.66,26.28,28.07,23.65,23.27,23.27,30.01,20.68,13.62,18.64,12.53,65.37,66.61,64.85,65.15,66.77,79.49,66.01,39.96,60.95,36.99,63.86,63.86,56.33,38.9,35.69,35.28,32.4,32.04,32.04,32.67,23.2,16.32,21.91,15.45
99,0.00007469,0.10995,158.43931,158.54925,37.67,31.97,34.07,39.68,46.97,39.03,29.89,21.99,26.62,19.98,50.99,50.99,42.91,30.72,26.08,27.18,23.47,31.04,31.04,28.89,19.43,13.35,17.46,12.3,62.36,63.58,61.89,62.17,63.52,79.88,66.2,39.86,61.09,36.91,66.78,66.78,57.38,39.14,36.05,35.46,32.77,33.54,33.54,34.41,23.83,16.5,22.5,15.71
101,0.00007321,0.10897,158.11923,158.22820,29.07,22.03,24.87,31.67,39.85,39.62,30.41,22.21,27.16,20.2,44.3,44.3,43.17,30.9,26.08,27.42,23.49,21.24,21.24,29.43,19.98,13.34,18.04,12.33,66.33,67.53,65.96,66.07,67.6,79.08,65.79,39.57,60.7,36.74,62.84,62.84,56.46,38.59,36.39,34.9,33.11,32.05,32.05,32.84,22.9,16.23,21.63,15.48
103,0.00007175,0.10777,157.70351,157.81128,29.57,22.7,25.32,32.09,40.44,38.3,29.54,21.43,26.35,19.54,44.68,44.68,42.34,30.5,25.69,27.0,23.17,21.82,21.82,28.29,19.34,12.88,17.42,11.96,59.59,60.59,59.03,59.5,61.13,79.5,66.45,39.76,61.31,36.86,59.85,59.85,56.27,38.81,35.42,35.2,32.22,25.39,25.39,32.86,23.23,15.99,21.9,15.16
105,0.00007032,0.10744,157.38009,157.48753,33.9,27.53,29.96,36.22,43.98,38.9,29.95,21.78,26.73,19.79,48.34,48.34,42.77,30.75,25.91,27.24,23.31,26.83,26.83,28.7,19.55,12.76,17.6,11.77,70.92,72.11,70.52,70.69,72.31,78.19,64.86,39.53,59.97,36.59,70.38,70.38,56.19,38.23,36.16,34.68,32.8,40.59,40.59,32.38,22.4,16.08,21.29,15.24
107,0.00006892,0.10667,157.02853,157.13519,28.5,21.26,24.18,31.21,39.5,38.92,29.96,21.72,26.7,19.74,44.17,44.17,43.14,30.94,26.16,27.4,23.52,20.33,20.33,28.78,19.44,12.8,17.49,11.81,61.04,61.91,60.41,61.0,62.66,77.27,64.3,39.41,59.29,36.42,61.8,61.8,56.13,38.7,36.59,34.98,33.14,26.8,26.8,31.9,22.11,16.27,20.88,15.29
109,0.00006755,0.10654,156.81213,156.91867,30.17,23.03,25.87,32.81,41.13,38.61,29.76,21.77,26.55,19.78,45.54,45.54,42.71,30.63,25.95,27.13,23.36,22.15,22.15,28.45,19.46,12.84,17.54,11.86,68.54,70.07,68.22,68.16,69.67,78.66,65.03,40.01,60.11,36.96,66.28,66.28,55.75,37.87,36.04,34.31,32.7,36.15,36.15,31.86,21.93,16.08,20.86,15.22
111,0.00006621,0.10577,156.32637,156.43214,31.0,24.08,26.75,33.52,41.89,38.52,29.42,21.44,26.29,19.52,46.66,46.66,42.43,30.43,25.82,26.93,23.24,23.18,23.18,28.2,18.88,12.52,17.02,11.6,57.79,59.03,57.1,57.63,59.42,79.5,66.08,39.6,60.99,36.68,61.75,61.75,56.69,38.7,36.83,34.98,33.35,25.55,25.55,32.61,22.16,16.13,20.98,15.25
113,0.00006489,0.10547,156.07283,156.17829,32.03,25.17,27.84,34.49,42.84,38.01,29.28,21.44,26.11,19.5,47.44,47.44,42.32,30.32,25.99,26.82,23.43,24.52,24.52,27.73,18.67,12.58,16.79,11.65,61.39,62.59,60.86,61.17,62.89,79.54,66.03,39.78,60.92,36.8,62.45,62.45,56.11,38.36,36.34,34.66,32.92,27.22,27.22,32.15,22.36,15.93,21.06,15.0
115,0.00006360,0.10491,155.75457,155.85948,29.8,22.88,25.56,32.37,40.57,38.64,30.13,21.94,26.86,19.95,44.8,44.8,42.67,30.94,26.12,27.4,23.53,22.08,22.08,28.06,19.42,12.83,17.48,11.87,70.6,71.72,70.2,70.5,71.65,79.5,66.05,39.89,60.95,36.98,65.35,65.35,55.81,38.02,36.3,34.3,32.91,33.9,33.9,31.38,22.06,16.04,20.79,15.17
117,0.00006233,0.10447,155.45629,155.56077,29.16,22.09,24.86,31.75,40.19,39.3,30.29,21.66,27.06,19.75,44.49,44.49,43.28,31.2,26.04,27.67,23.48,21.0,21.0,29.07,19.89,12.89,17.94,11.96,63.84,65.13,63.55,63.58,64.93,78.83,65.57,39.69,60.5,36.77,62.43,62.43,56.43,38.49,35.78,34.83,32.49,29.97,29.97,32.85,22.93,15.73,21.65,14.99
119,0.00006109,0.10398,155.11731,155.22129,33.29,26.74,29.25,35.66,43.61,38.91,29.92,21.87,26.66,19.85,48.31,48.31,42.69,30.61,26.07,27.07,23.44,25.88,25.88,28.35,19.16,12.8,17.22,11.79,57.52,58.81,56.96,57.33,58.95,77.67,64.28,39.49,59.3,36.55,61.22,61.22,55.84,38.11,35.85,34.49,32.49,27.05,27.05,32.0,21.95,15.9,20.76,15.03
