EXP_INFO, , ,Checkpoint,ckpt/0301/05_base00_NoNorm, , ,Config,ckpt/0301/05_base00_NoNorm_WRONG/01_func333_model06_T16_DataTask00.yaml, , ,Arg,"train.py --config ckpt/0301/05_base00_NoNorm_WRONG/01_func333_model06_T16_DataTask00.yaml -c ckpt/0301/05_base00_NoNorm -gpu 4,5 -bs 384 -normalize_2d 0 -normalize_3d 0", , ,PID,1084700
 , , , , , , , , , , , , , , , , 
Epoch,lr,train_loss,H36M_3D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,AMASS, , , , , , , , , , , , , , , , ,PW3D_MESH, , , , , , , , , , , , , , , , 
 , , ,PE, , , , , , , , , , , , , , , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, ,PE, , ,MP, , , , ,FPE, , , , ,MC, ,MIB, 
 , , ,Avg,Direction,Discuss,Eating,Greet,Phone,Photo,Pose,Purchase,Sitting,SittingDown,Smoke,Wait,Walk,WalkDog,WalkTwo,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4,Avg,0,15,Avg,0,5,10,15,Avg,0,5,10,15,Avg,0.4,Avg,0.4
85,0.00008598,0.00687,48.51,44.31,49.02,44.72,44.04,50.12,61.78,45.58,44.5,57.95,67.41,49.38,47.57,35.16,48.26,37.78,6.54,1.74,3.86,7.94,12.63,27.57,24.26,25.81,28.49,31.72,27.66,27.66,59.62,59.62,17.7,17.65,17.75,15.07,4.32,9.58,18.4,28.0,26.52,19.27,22.15,28.42,36.23,37.86,37.86,186.8,186.8,227.7,234.23,221.17,44.1,7.77,31.92,58.19,78.53,222.23,221.03,220.5,222.13,225.24,99.54,99.54,208.48,208.48
87,0.00008427,0.00674,49.76,45.1,50.15,46.08,45.83,51.37,62.34,46.03,46.09,58.72,68.37,50.23,48.48,37.56,49.41,40.58,6.55,1.72,3.87,7.97,12.63,27.29,23.92,25.48,28.23,31.53,27.36,27.36,59.13,59.13,17.55,17.5,17.6,14.59,3.29,9.24,18.14,27.68,26.08,18.66,21.71,28.07,35.87,38.11,38.11,179.74,179.74,227.37,233.71,221.03,44.56,6.62,32.33,59.23,80.05,221.28,219.81,219.51,221.36,224.43,93.24,93.24,205.15,205.15
89,0.00008259,0.00669,48.61,44.33,49.66,44.01,44.29,50.22,61.55,45.41,44.53,58.49,67.75,49.24,47.78,35.14,47.84,38.85,6.53,1.49,3.86,8.02,12.73,27.38,23.98,25.56,28.32,31.66,27.81,27.81,60.38,60.38,17.73,17.7,17.76,14.78,3.81,9.42,18.19,27.68,26.6,19.35,22.29,28.53,36.25,38.16,38.16,176.27,176.27,226.88,233.62,220.15,44.17,7.15,32.09,58.49,78.96,221.21,219.99,219.5,221.15,224.18,96.37,96.37,192.38,192.38
91,0.00008095,0.00668,49.21,44.29,49.54,45.62,44.21,50.96,62.39,45.02,45.78,58.78,68.47,50.07,47.78,36.35,49.0,39.88,6.58,1.6,3.91,8.05,12.76,27.17,23.68,25.33,28.16,31.53,27.5,27.5,58.47,58.47,17.95,17.95,17.94,14.68,3.34,9.27,18.25,27.87,27.98,20.81,23.71,29.86,37.56,37.81,37.81,172.9,172.9,227.03,232.84,221.21,43.92,6.93,32.13,58.31,78.3,221.3,219.08,219.21,221.73,225.18,93.85,93.85,185.2,185.2
93,0.00007934,0.00658,49.16,44.3,49.68,45.58,44.12,50.38,62.64,45.8,46.21,58.48,68.03,49.5,47.94,36.19,50.02,38.6,6.65,1.77,3.96,8.08,12.78,27.24,23.75,25.38,28.23,31.6,27.81,27.81,56.26,56.26,17.52,17.52,17.52,14.72,3.41,9.3,18.28,27.88,26.02,18.47,21.58,28.06,35.96,38.01,38.01,192.15,192.15,227.11,233.84,220.39,43.95,6.88,31.95,58.16,78.81,221.48,220.12,219.61,221.5,224.71,94.46,94.46,204.98,204.98
95,0.00007776,0.00651,48.41,44.22,48.96,44.79,43.79,49.9,61.99,45.24,44.73,58.21,67.66,49.46,47.42,34.8,47.39,37.64,6.44,1.42,3.74,7.93,12.66,27.54,24.19,25.77,28.49,31.73,27.66,27.66,51.47,51.47,17.53,17.5,17.56,14.67,3.29,9.19,18.27,27.94,26.06,18.57,21.62,28.05,35.99,38.02,38.02,177.06,177.06,226.73,233.22,220.24,44.23,6.78,32.12,58.72,79.3,220.42,219.19,218.5,220.36,223.62,103.4,103.4,190.24,190.24
97,0.00007621,0.00638,49.01,44.33,49.22,45.66,44.54,50.53,62.48,44.9,44.75,58.5,68.09,50.09,47.69,36.04,48.48,39.77,6.54,1.63,3.81,8.0,12.72,27.38,23.97,25.55,28.34,31.66,27.59,27.59,56.2,56.2,17.28,17.31,17.26,14.47,2.8,9.03,18.18,27.88,27.96,20.65,23.7,29.96,37.54,38.17,38.17,174.69,174.69,225.97,232.75,219.18,44.19,6.52,32.07,58.79,79.4,220.24,218.72,218.28,220.22,223.72,98.52,98.52,187.69,187.69
99,0.00007469,0.00631,47.84,43.23,48.33,44.58,42.98,49.37,61.26,44.8,44.03,57.61,67.36,48.81,46.72,34.29,46.95,37.31,6.45,1.44,3.73,7.94,12.68,27.55,24.16,25.77,28.5,31.76,28.13,28.13,58.08,58.08,17.42,17.42,17.43,14.6,3.22,9.1,18.14,27.93,25.74,18.19,21.23,27.74,35.82,38.23,38.23,164.84,164.84,227.53,233.81,221.25,43.96,6.66,31.96,58.42,78.79,221.81,220.32,220.05,221.81,225.08,96.66,96.66,188.0,188.0
101,0.00007321,0.00625,48.43,43.53,48.71,44.72,44.0,50.09,62.04,44.92,44.82,58.46,67.51,49.08,47.56,34.91,48.08,38.07,6.52,1.56,3.79,7.98,12.72,27.27,23.81,25.42,28.24,31.61,27.55,27.55,55.53,55.53,17.65,17.62,17.67,14.45,2.83,8.99,18.13,27.86,26.3,18.8,21.9,28.31,36.2,38.48,38.48,163.02,163.02,225.06,231.52,218.61,43.61,6.56,31.7,57.94,78.23,219.54,217.85,217.71,219.7,222.9,95.01,95.01,179.1,179.1
103,0.00007175,0.00617,48.71,43.97,49.01,45.14,43.83,50.56,62.19,45.83,44.37,58.88,67.7,49.9,47.87,35.31,48.04,38.08,6.54,1.47,3.83,8.04,12.83,27.8,24.37,25.97,28.76,32.09,27.77,27.77,50.29,50.29,17.79,17.82,17.76,14.74,3.25,9.27,18.33,28.11,27.41,20.18,23.09,29.32,37.06,38.2,38.2,166.26,166.26,227.99,233.99,222.0,44.15,7.0,32.32,58.51,78.76,222.18,220.6,220.3,222.26,225.58,95.86,95.86,186.16,186.16
105,0.00007032,0.00613,48.99,44.05,49.76,45.45,43.8,50.03,62.04,45.34,45.6,58.44,68.02,49.7,47.87,36.72,48.88,39.14,6.48,1.42,3.77,7.98,12.74,27.11,23.63,25.25,28.11,31.47,27.44,27.44,59.79,59.79,17.49,17.47,17.5,14.66,3.46,9.2,18.15,27.81,26.11,18.71,21.73,28.07,35.93,38.03,38.03,201.01,201.01,226.23,233.14,219.31,43.7,6.86,31.83,57.96,78.17,220.51,219.24,218.8,220.51,223.5,95.51,95.51,224.68,224.68
107,0.00006892,0.00603,48.12,43.61,48.98,44.2,43.49,49.92,61.92,45.1,43.79,58.85,67.69,49.17,47.28,33.84,47.18,36.73,6.36,1.25,3.65,7.89,12.63,27.57,24.15,25.74,28.53,31.86,27.65,27.65,65.25,65.25,17.26,17.24,17.29,14.81,3.33,9.4,18.45,28.05,26.01,18.45,21.54,28.04,36.03,38.13,38.13,200.67,200.67,226.69,233.24,220.13,44.15,6.76,32.17,58.53,79.15,220.64,219.44,218.9,220.53,223.68,94.39,94.39,218.88,218.88
